first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,id,full_name
Luka,Milivojevic,2,0,42,1224,16,96.5,192.4,130,3,169,41.8,5,0,4,0.1,646,Luka Milivojevic
Kamil,Grosicki,0,5,43,1143,27,360.9,133.6,309,0,132,80.3,3,0,1,0.2,647,Kamil Grosicki
Thomas,Edwards,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,648,Thomas Edwards
Baily,Cargill,0,0,1,13,0,0.0,4.2,0,0,5,0.4,0,0,0,0.0,649,Baily Cargill
Mouez,Hassen,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,650,Mouez Hassen
Daniel,Agyei,0,0,3,25,0,0.3,1.0,11,0,6,0.8,0,0,0,0.0,651,Daniel Agyei
Martín,Cáceres,0,0,2,90,1,1.1,19.6,6,0,16,2.7,0,0,0,0.0,652,Martín Cáceres
Harry,Wilson,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,653,Harry Wilson
Connor,Roberts,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,654,Connor Roberts
Matthew,Willock,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,655,Matthew Willock
Axel,Tuanzebe,0,0,14,303,4,27.7,32.6,18,0,69,7.8,2,0,0,0.3,656,Axel Tuanzebe
Damian Emiliano,Martinez,0,0,8,180,3,0.0,30.6,0,0,35,3.1,1,0,0,0.6,657,Damian Emiliano Martinez
Joe,Williams,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,658,Joe Williams
Dion,Pereira,0,0,2,25,1,14.6,4.2,4,0,6,2.3,0,0,0,0.0,659,Dion Pereira
Matt,Macey,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,660,Matt Macey
James,Husband,0,0,0,58,3,1.5,1.2,0,0,3,0.3,0,0,0,0.0,661,James Husband
Joel Dinis,Castro Pereira,0,0,6,90,0,0.0,7.4,0,0,23,0.7,1,0,0,0.1,662,Joel Dinis Castro Pereira
Eduardo,Dos Reis Carvalho,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,663,Eduardo Dos Reis Carvalho
Moses,Makasi,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,664,Moses Makasi
Nathan,Holland,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,665,Nathan Holland
Rhian,Brewster,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,666,Rhian Brewster
Scott,McTominay,0,0,3,97,0,19.1,22.2,17,0,16,5.8,1,0,1,0.0,667,Scott McTominay
Angus,Gunn,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,668,Angus Gunn
Demetri,Mitchell,0,0,8,90,0,31.6,24.8,0,2,35,5.6,1,0,0,0.0,669,Demetri Mitchell
Elliott,Moore,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,670,Elliott Moore
Filip,Lesniak,0,1,4,5,0,11.2,18.6,0,0,14,3.0,0,0,0,0.0,671,Filip Lesniak
Samuel,Shashoua,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,672,Samuel Shashoua
Zachary,Dearnley,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,673,Zachary Dearnley
Joshua,Harrop,1,0,8,90,0,20.2,36.2,21,0,32,7.7,1,0,0,0.0,674,Joshua Harrop
Daniel,Kemp,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,675,Daniel Kemp
Daniel,Batty,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,676,Daniel Batty
Aaron,Ramsdale,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,677,Aaron Ramsdale
Matthew,Worthington,0,0,1,17,0,0.7,1.0,0,0,3,0.2,0,0,0,0.0,678,Matthew Worthington
Sam,Surridge,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,679,Sam Surridge
Angel,Gomes,0,0,1,3,0,3.8,0.8,0,0,2,0.5,0,0,0,0.0,680,Angel Gomes
Kieran,O'Hara,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,681,Kieran O'Hara
Gerhard,Tremmel,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,682,Gerhard Tremmel
Rene,Gilmartin,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,683,Rene Gilmartin
